countyname,districtname,schoolname,countycode,districtcode,schoolcode,charternumber,elarts_score,enrollment_star_s,math_score,zipcode,freem_frac_s,frpm_frac_s,enrollment_s,ell_frac_s,fep_frac_s,edi_s,re_aian_frac_s,re_asian_frac_s,re_baa_frac_s,re_fil_frac_s,re_hl_frac_s,re_hpi_frac_s,re_tom_frac_s,re_nr_frac_s,re_wht_frac_s,yrcal_s,te_1yr_frac_s,te_2yr_frac_s,te_fte_s,te_avgyr_s,unified_d,enrollment_d,ell_frac_d,fep_frac_d,frpm_frac_d,edi_d,re_aian_frac_d,re_asian_frac_d,re_baa_frac_d,re_fil_frac_d,re_hl_frac_d,re_hpi_frac_d,re_tom_frac_d,re_nr_frac_d,re_wht_frac_d,te_1yr_frac_d,te_2yr_frac_d,te_fte_d,te_salary_high_d,te_salary_low_d,te_salary_avg_d,te_days_d,te_serdays_d,exp_total_d,exp_1000_1999_d,exp_2000_2999_d,exp_3000_3999_d,exp_4000_4999_d,exp_5000_5999_d,exp_6000_6999_d,exp_7000_7999_d,exp_8000_8999_d,expoc_1000_1999_d,expoc_2000_2999_d,expoc_3000_3999_d,expoc_4000_4999_d,expoc_5000_5999_d,rev_total_d,revoc_8010_8099_d,revoc_8100_8299_d,revoc_8300_8599_d,revoc_8600_8799_d,age_frac_1_4_z,age_frac_5_17_z,age_frac_18_24_z,age_frac_25_34_z,age_frac_35_44_z,age_frac_45_54_z,age_frac_55_64_z,age_frac_65_74_z,age_frac_75_older_z,pop_1_older_z,sex_frac_male_z,sex_frac_female_z,ms_frac_never_married_z,ms_frac_now_married_z,ms_frac_now_divorced_z,ms_frac_now_widowed_z,ed_frac_lt_hs_z,ed_frac_hs_z,ed_frac_sc_z,ed_frac_ba_z,ed_frac_grd_z,hs_frac_own_z,hs_frac_rent_z,med_income_z,moved_frac_samecounty_z,moved_frac_difcounty_z,moved_frac_difstate_z,moved_frac_abroad_z,testscore,str_s,str_d,te_tot_fte_rat_s,te_tot_fte_rat_d,ada_enrollment_ratio_d,la_unified_d,sd_unified_d,charter_s
Los Angeles,Los Angeles Unified,Weigand Avenue Elementary,19,64733,6019848,0,321.3999939,255,311.2000122,90002,0.805999994,0.840799987,407,0.487000018,0.232999995,13,0,0,0.125,0,0.875,0,0,0,0,0,0,0,20.5,15,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.080755621,0.273492634,0.129992247,0.148044989,0.130055085,0.116149031,0.057509057,0.038618609,0.025382731,47749,0.484282404,0.515717626,0.502775908,0.360749632,0.084775135,0.051699322,0.497665167,0.258943439,0.206521302,0.028058635,0.008811467,0.423366696,0.576633275,17010,0.098000005,0.004,0.002,0.001,632.5999756,19.85365868,20.85999298,1.024390221,1.008831024,0.814895332,1,0,0
Los Angeles,Los Angeles Unified,Judith Baca Arts Academy,19,64733,122176,0,317.6000061,420,345.7000122,90002,0.858500004,0.880299985,634,0.467999995,0.207999989,14,0.003,0,0.119999997,0,0.874000013,0,0,0,0.003,0,0,0,28,14,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.080755621,0.273492634,0.129992247,0.148044989,0.130055085,0.116149031,0.057509057,0.038618609,0.025382731,47749,0.484282404,0.515717626,0.502775908,0.360749632,0.084775135,0.051699322,0.497665167,0.258943439,0.206521302,0.028058635,0.008811467,0.423366696,0.576633275,17010,0.098000005,0.004,0.002,0.001,663.3000488,22.6428566,20.85999298,1,1.008831024,0.814895332,1,0,0
Los Angeles,Los Angeles Unified,Compton Avenue Elementary,19,64733,6016612,0,332.1000061,230,351.2999878,90002,0.86589998,0.877099991,356,0.38499999,0.140000001,26,0.008,0,0.261000007,0.003,0.728000045,0,0,0,0,0,0,0,18.5,19,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.080755621,0.273492634,0.129992247,0.148044989,0.130055085,0.116149031,0.057509057,0.038618609,0.025382731,47749,0.484282404,0.515717626,0.502775908,0.360749632,0.084775135,0.051699322,0.497665167,0.258943439,0.206521302,0.028058635,0.008811467,0.423366696,0.576633275,17010,0.098000005,0.004,0.002,0.001,683.4000244,19.24324417,20.85999298,1.027027011,1.008831024,0.814895332,1,0,0
Los Angeles,Los Angeles Unified,Florence Griffith Joyner Elem,19,64733,6018527,0,306.2999878,436,285.1000061,90002,0.928300023,0.961600006,705,0.446999997,0.131999999,28,0.001,0.003,0.287999988,0,0.703999996,0,0,0.003,0.001,0,0.051282052,0,39,16,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.080755621,0.273492634,0.129992247,0.148044989,0.130055085,0.116149031,0.057509057,0.038618609,0.025382731,47749,0.484282404,0.515717626,0.502775908,0.360749632,0.084775135,0.051699322,0.497665167,0.258943439,0.206521302,0.028058635,0.008811467,0.423366696,0.576633275,17010,0.098000005,0.004,0.002,0.001,591.4000244,18.07692337,20.85999298,1,1.008831024,0.814895332,1,0,0
Los Angeles,Los Angeles Unified,Ninety-Second Street Elementa,19,64733,6018352,0,345.3999939,582,391.6000061,90002,0.869700015,0.915499985,868,0.422000021,0.234999999,10,0,0.004,0.088,0,0.908000052,0,0,0.001,0,1,0,0,40,16,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.080755621,0.273492634,0.129992247,0.148044989,0.130055085,0.116149031,0.057509057,0.038618609,0.025382731,47749,0.484282404,0.515717626,0.502775908,0.360749632,0.084775135,0.051699322,0.497665167,0.258943439,0.206521302,0.028058635,0.008811467,0.423366696,0.576633275,17010,0.098000005,0.004,0.002,0.001,737,21.70000076,20.85999298,1,1.008831024,0.814895332,1,0,0
Los Angeles,Los Angeles Unified,Ninety-Sixth Street Elementar,19,64733,6018378,0,353.3999939,645,403.8999939,90002,0.901899993,0.940299988,917,0.414000005,0.227000013,23,0.001,0.003,0.215000004,0,0.771999955,0.003,0,0.001,0.004,0,0,0,45,15,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.080755621,0.273492634,0.129992247,0.148044989,0.130055085,0.116149031,0.057509057,0.038618609,0.025382731,47749,0.484282404,0.515717626,0.502775908,0.360749632,0.084775135,0.051699322,0.497665167,0.258943439,0.206521302,0.028058635,0.008811467,0.423366696,0.576633275,17010,0.098000005,0.004,0.002,0.001,757.2999878,20.3777771,20.85999298,1,1.008831024,0.814895332,1,0,0
Los Angeles,Los Angeles Unified,Ninety-Ninth Street Elementar,19,64733,6018345,0,351.1000061,427,396.6000061,90002,0.875400007,0.912899971,618,0.387999982,0.207000002,25,0.003,0.002,0.256000012,0,0.74000001,0,0,0,0,0,0,0,25.5,13,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.080755621,0.273492634,0.129992247,0.148044989,0.130055085,0.116149031,0.057509057,0.038618609,0.025382731,47749,0.484282404,0.515717626,0.502775908,0.360749632,0.084775135,0.051699322,0.497665167,0.258943439,0.206521302,0.028058635,0.008811467,0.423366696,0.576633275,17010,0.098000005,0.004,0.002,0.001,747.7000122,24.23529434,20.85999298,1.019607902,1.008831024,0.814895332,1,0,0
Los Angeles,Los Angeles Unified,Ninety-Third Street Elementar,19,64733,6018386,0,323.7000122,712,325.2999878,90003,0.931100011,0.963699996,1106,0.460999995,0.167000011,21,0.001,0,0.204999998,0,0.791999996,0,0,0.001,0.001,0,0,0,50,17,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.08969257,0.250941724,0.125053167,0.157482222,0.138677925,0.113995381,0.065101162,0.032489825,0.026566012,65836,0.490415573,0.509584427,0.529145718,0.337042719,0.0871742,0.046637356,0.537709296,0.233106866,0.177530766,0.040850557,0.010802513,0.361922771,0.638077199,15430,0.111000001,0.003,0.002,0.002,649,22.12000084,20.85999298,1,1.008831024,0.814895332,1,0,0
Los Angeles,Los Angeles Unified,Seventy-Fifth Street Elementa,19,64733,6019137,0,335,735,356,90003,0.857800007,0.885399997,1103,0.487000018,0.273000002,16,0.001,0,0.148999989,0,0.849000037,0,0,0.001,0.001,1,0,0,59,15,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.08969257,0.250941724,0.125053167,0.157482222,0.138677925,0.113995381,0.065101162,0.032489825,0.026566012,65836,0.490415573,0.509584427,0.529145718,0.337042719,0.0871742,0.046637356,0.537709296,0.233106866,0.177530766,0.040850557,0.010802513,0.361922771,0.638077199,15430,0.111000001,0.003,0.002,0.002,691,18.69491577,20.85999298,1,1.008831024,0.814895332,1,0,0
Los Angeles,Watts Learning Center,Watts Learning Center,19,64733,6114912,131,358.8999939,233,382.1000061,90003,0.906099975,0.97240001,362,0.130999997,0.046999998,22,0.008,0,0.775999963,0,0.207000002,0,0,0.008,0,0,0.0625,0,16,6,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.08969257,0.250941724,0.125053167,0.157482222,0.138677925,0.113995381,0.065101162,0.032489825,0.026566012,65836,0.490415573,0.509584427,0.529145718,0.337042719,0.0871742,0.046637356,0.537709296,0.233106866,0.177530766,0.040850557,0.010802513,0.361922771,0.638077199,15430,0.111000001,0.003,0.002,0.002,741,22.625,20.85999298,1,1.008831024,0.814895332,1,0,1
Los Angeles,Los Angeles Unified,Sixty-First Street Elementary,19,64733,6019251,0,344.1000061,380,392,90003,0.888100028,0.907999992,559,0.458000004,0.264999986,15,0.007,0.002,0.127000004,0.002,0.859000027,0,0,0,0.004,1,0,0,29,17,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.08969257,0.250941724,0.125053167,0.157482222,0.138677925,0.113995381,0.065101162,0.032489825,0.026566012,65836,0.490415573,0.509584427,0.529145718,0.337042719,0.0871742,0.046637356,0.537709296,0.233106866,0.177530766,0.040850557,0.010802513,0.361922771,0.638077199,15430,0.111000001,0.003,0.002,0.002,736.0999756,19.27586174,20.85999298,1,1.008831024,0.814895332,1,0,0
Los Angeles,Los Angeles Unified,Dr. Owen Lloyd Knox Elementary,19,64733,122143,0,333.7999878,617,362.1000061,90003,0.844299972,0.872300029,897,0.405000001,0.247000009,23,0.001,0.002,0.229000002,0,0.765999973,0,0,0.002,0,0,0.02631579,0,38,13,1,655494,0.263999999,0.365999997,0.75,29,0.004,0.039999999,0.093999997,0.021,0.736000001,0.004,0.001,0.008,0.092,0.046875492,0.018169774,31423.5,78906,39788,68953,180,182,10627,6564,1331,847,198,27,0,636,989,4852,1463,2527,310,1452,10616,5455,1179,3749,233,0.08969257,0.250941724,0.125053167,0.157482222,0.138677925,0.113995381,0.065101162,0.032489825,0.026566012,65836,0.490415573,0.509584427,0.529145718,0.337042719,0.0871742,0.046637356,0.537709296,0.233106866,0.177530766,0.040850557,0.010802513,0.361922771,0.638077199,15430,0.111000001,0.003,0.002,0.002,695.9000244,23.60526276,20.85999298,1,1.008831024,0.814895332,1,0,0
